look_id,category,product_id
845,formal,102
845,formal,446
845,formal,670
845,formal,862
846,party,166
846,party,437
846,party,561
847,formal,96
847,formal,336
847,formal,668
847,formal,810
848,business casual,52
848,business casual,319
848,business casual,738
848,business casual,937
849,casual,1
849,casual,280
849,casual,518
850,formal,78
850,formal,441
850,formal,661
851,casual,19
851,casual,280
851,casual,511
852,sporty,27
852,sporty,452
852,sporty,539
852,sporty,761
853,sporty,11
853,sporty,400
853,sporty,536
854,casual,16
854,casual,296
854,casual,612
854,casual,968
855,formal,64
855,formal,343
855,formal,679
856,formal,64
856,formal,320
856,formal,646
857,party,170
857,party,406
857,party,680
857,party,926
858,party,85
858,party,302
858,party,569
859,sporty,7
859,sporty,399
859,sporty,514
860,formal,103
860,formal,331
860,formal,627
860,formal,849
861,casual,9
861,casual,266
861,casual,505
861,casual,780
862,casual,141
862,casual,273
862,casual,623
863,formal,74
863,formal,404
863,formal,659
864,business casual,41
864,business casual,325
864,business casual,722
865,sporty,11
865,sporty,374
865,sporty,531
866,casual,7
866,casual,365
866,casual,536
867,casual,109
867,casual,400
867,casual,622
867,casual,923
868,business casual,97
868,business casual,337
868,business casual,711
869,formal,70
869,formal,419
869,formal,689
869,formal,999
870,casual,130
870,casual,375
870,casual,616
870,casual,960
871,sporty,24
871,sporty,485
871,sporty,541
872,formal,68
872,formal,303
872,formal,668
873,formal,67
873,formal,302
873,formal,662
873,formal,872
874,party,175
874,party,342
874,party,688
875,party,86
875,party,336
875,party,545
875,party,883
876,business casual,87
876,business casual,346
876,business casual,658
876,business casual,816
877,sporty,19
877,sporty,379
877,sporty,527
877,sporty,789
878,formal,89
878,formal,425
878,formal,666
879,party,89
879,party,438
879,party,679
879,party,960
880,business casual,90
880,business casual,305
880,business casual,736
881,sporty,17
881,sporty,463
881,sporty,747
882,formal,94
882,formal,339
882,formal,669
882,formal,933
883,sporty,5
883,sporty,497
883,sporty,501
883,sporty,973
884,business casual,33
884,business casual,323
884,business casual,648
884,business casual,924
885,formal,100
885,formal,417
885,formal,660
885,formal,914
886,business casual,46
886,business casual,446
886,business casual,726
887,casual,15
887,casual,292
887,casual,533
887,casual,984
888,casual,145
888,casual,375
888,casual,620
888,casual,999
889,business casual,35
889,business casual,308
889,business casual,731
889,business casual,862
890,sporty,6
890,sporty,462
890,sporty,526
890,sporty,946
891,sporty,27
891,sporty,479
891,sporty,507
892,party,181
892,party,311
892,party,548
892,party,948
893,party,180
893,party,314
893,party,699
894,business casual,103
894,business casual,321
894,business casual,736
894,business casual,897
895,casual,141
895,casual,400
895,casual,509
896,sporty,223
896,sporty,369
896,sporty,532
896,sporty,853
897,business casual,108
897,business casual,349
897,business casual,726
898,formal,93
898,formal,310
898,formal,660
899,party,107
899,party,407
899,party,698
899,party,924
900,business casual,89
900,business casual,445
900,business casual,733
900,business casual,829
901,casual,151
901,casual,369
901,casual,503
901,casual,928
902,formal,92
902,formal,449
902,formal,699
902,formal,783
903,sporty,231
903,sporty,454
903,sporty,532
904,party,188
904,party,403
904,party,666
905,formal,96
905,formal,427
905,formal,629
905,formal,964
906,sporty,241
906,sporty,479
906,sporty,526
907,party,173
907,party,429
907,party,699
907,party,966
908,sporty,222
908,sporty,374
908,sporty,512
909,casual,118
909,casual,256
909,casual,622
909,casual,768
910,party,180
910,party,447
910,party,580
910,party,959
911,sporty,23
911,sporty,391
911,sporty,520
912,party,97
912,party,444
912,party,568
913,sporty,234
913,sporty,377
913,sporty,529
913,sporty,775
914,formal,103
914,formal,326
914,formal,629
915,sporty,26
915,sporty,470
915,sporty,538
916,formal,80
916,formal,445
916,formal,700
916,formal,938
917,party,85
917,party,301
917,party,543
917,party,890
918,sporty,21
918,sporty,370
918,sporty,540
919,party,177
919,party,414
919,party,696
920,party,172
920,party,335
920,party,569
921,business casual,85
921,business casual,419
921,business casual,641
921,business casual,961
922,business casual,34
922,business casual,350
922,business casual,629
923,formal,57
923,formal,313
923,formal,668
924,formal,69
924,formal,439
924,formal,689
924,formal,981
925,sporty,19
925,sporty,368
925,sporty,507
926,formal,57
926,formal,402
926,formal,631
927,party,184
927,party,305
927,party,577
928,business casual,53
928,business casual,401
928,business casual,719
929,business casual,47
929,business casual,347
929,business casual,629
929,business casual,820
930,business casual,34
930,business casual,325
930,business casual,732
930,business casual,811
931,party,101
931,party,322
931,party,685
931,party,801
932,formal,246
932,formal,439
932,formal,676
933,formal,91
933,formal,412
933,formal,686
934,party,104
934,party,307
934,party,573
935,business casual,93
935,business casual,333
935,business casual,624
935,business casual,982
936,casual,129
936,casual,372
936,casual,507
936,casual,784
937,formal,97
937,formal,332
937,formal,635
937,formal,859
938,business casual,104
938,business casual,424
938,business casual,745
939,formal,68
939,formal,344
939,formal,684
940,party,164
940,party,407
940,party,557
940,party,802
941,business casual,95
941,business casual,410
941,business casual,649
942,casual,3
942,casual,389
942,casual,504
942,casual,789
943,sporty,8
943,sporty,393
943,sporty,505
944,party,82
944,party,344
944,party,666
944,party,923
945,sporty,27
945,sporty,357
945,sporty,508
945,sporty,854
946,party,178
946,party,449
946,party,690
946,party,878
947,sporty,5
947,sporty,385
947,sporty,506
948,sporty,237
948,sporty,386
948,sporty,538
949,casual,25
949,casual,292
949,casual,522
949,casual,768
950,business casual,89
950,business casual,444
950,business casual,750
950,business casual,972
951,sporty,239
951,sporty,375
951,sporty,524
951,sporty,856
952,party,170
952,party,410
952,party,574
953,sporty,3
953,sporty,387
953,sporty,522
953,sporty,984
954,casual,153
954,casual,363
954,casual,534
955,business casual,36
955,business casual,338
955,business casual,648
955,business casual,780
956,casual,26
956,casual,379
956,casual,620
956,casual,820
957,business casual,41
957,business casual,421
957,business casual,635
958,sporty,224
958,sporty,381
958,sporty,505
958,sporty,842
959,casual,118
959,casual,284
959,casual,526
959,casual,774
960,sporty,19
960,sporty,455
960,sporty,528
961,sporty,243
961,sporty,354
961,sporty,501
961,sporty,780
962,sporty,234
962,sporty,385
962,sporty,518
962,sporty,902
963,business casual,46
963,business casual,304
963,business casual,738
963,business casual,969
964,formal,69
964,formal,315
964,formal,657
965,casual,148
965,casual,258
965,casual,603
966,party,95
966,party,303
966,party,573
967,sporty,228
967,sporty,481
967,sporty,507
968,party,96
968,party,438
968,party,546
969,casual,152
969,casual,400
969,casual,527
969,casual,850
970,sporty,234
970,sporty,461
970,sporty,509
971,sporty,242
971,sporty,354
971,sporty,540
971,sporty,855
972,sporty,24
972,sporty,463
972,sporty,519
973,formal,97
973,formal,301
973,formal,678
973,formal,786
974,business casual,39
974,business casual,344
974,business casual,650
974,business casual,759
975,casual,13
975,casual,280
975,casual,519
976,party,91
976,party,416
976,party,692
977,casual,160
977,casual,384
977,casual,524
978,formal,93
978,formal,346
978,formal,750
979,business casual,100
979,business casual,437
979,business casual,663
980,business casual,32
980,business casual,423
980,business casual,713
981,formal,99
981,formal,429
981,formal,662
982,party,175
982,party,344
982,party,581
982,party,895
983,casual,162
983,casual,264
983,casual,611
984,party,95
984,party,433
984,party,683
984,party,938
985,sporty,16
985,sporty,397
985,sporty,533
985,sporty,810
986,sporty,221
986,sporty,360
986,sporty,532
987,sporty,243
987,sporty,383
987,sporty,523
988,casual,134
988,casual,365
988,casual,583
988,casual,835
989,casual,134
989,casual,396
989,casual,585
989,casual,779
990,party,189
990,party,328
990,party,578
990,party,859
991,sporty,12
991,sporty,480
991,sporty,523
992,formal,63
992,formal,334
992,formal,698
992,formal,938
993,casual,23
993,casual,274
993,casual,535
993,casual,754
994,business casual,49
994,business casual,302
994,business casual,741
994,business casual,781
995,casual,132
995,casual,352
995,casual,528
995,casual,807
996,business casual,106
996,business casual,408
996,business casual,739
997,sporty,228
997,sporty,452
997,sporty,523
997,sporty,995
998,casual,27
998,casual,256
998,casual,620
999,party,82
999,party,310
999,party,563
999,party,854
1000,casual,147
1000,casual,358
1000,casual,535
1000,casual,784
1001,business casual,82
1001,business casual,419
1001,business casual,715
1002,business casual,95
1002,business casual,450
1002,business casual,635
1003,business casual,105
1003,business casual,431
1003,business casual,716
1003,business casual,836
1004,sporty,21
1004,sporty,364
1004,sporty,525
1005,party,106
1005,party,315
1005,party,582
1005,party,800
1006,casual,16
1006,casual,290
1006,casual,749
1006,casual,823
1007,business casual,247
1007,business casual,308
1007,business casual,638
1008,sporty,17
1008,sporty,467
1008,sporty,539
1008,sporty,903
1009,casual,25
1009,casual,262
1009,casual,534
1009,casual,801
1010,business casual,94
1010,business casual,407
1010,business casual,639
1010,business casual,754
1011,business casual,87
1011,business casual,344
1011,business casual,736
1012,party,88
1012,party,407
1012,party,692
1012,party,767
1013,casual,18
1013,casual,286
1013,casual,583
1013,casual,782
1014,formal,87
1014,formal,417
1014,formal,646
1014,formal,962
1015,business casual,97
1015,business casual,349
1015,business casual,657
1015,business casual,923
1016,casual,149
1016,casual,357
1016,casual,592
1017,casual,1
1017,casual,381
1017,casual,584
1018,business casual,87
1018,business casual,426
1018,business casual,729
1018,business casual,964
1019,party,186
1019,party,435
1019,party,687
1019,party,992
1020,casual,1
1020,casual,357
1020,casual,603
1021,casual,122
1021,casual,369
1021,casual,521
1022,formal,56
1022,formal,418
1022,formal,673
1023,casual,20
1023,casual,255
1023,casual,595
1023,casual,923
1024,casual,122
1024,casual,390
1024,casual,540
1024,casual,799
1025,business casual,37
1025,business casual,346
1025,business casual,713
1026,party,250
1026,party,304
1026,party,563
1027,formal,102
1027,formal,321
1027,formal,636
1027,formal,852
1028,sporty,233
1028,sporty,354
1028,sporty,528
1029,formal,92
1029,formal,325
1029,formal,666
1029,formal,826
1030,business casual,54
1030,business casual,407
1030,business casual,631
1030,business casual,930
1031,formal,65
1031,formal,448
1031,formal,694
1032,casual,126
1032,casual,394
1032,casual,605
1033,party,169
1033,party,438
1033,party,559
1034,business casual,100
1034,business casual,425
1034,business casual,742
1035,sporty,6
1035,sporty,368
1035,sporty,534
1036,casual,153
1036,casual,279
1036,casual,506
1037,formal,83
1037,formal,307
1037,formal,671
1038,party,166
1038,party,433
1038,party,561
1039,casual,142
1039,casual,262
1039,casual,537
1040,casual,7
1040,casual,272
1040,casual,604
1041,formal,107
1041,formal,419
1041,formal,666
1042,sporty,220
1042,sporty,387
1042,sporty,535
1043,sporty,23
1043,sporty,460
1043,sporty,531
1043,sporty,922
1044,casual,149
1044,casual,268
1044,casual,593
1045,formal,57
1045,formal,341
1045,formal,660
1045,formal,945
1046,formal,74
1046,formal,406
1046,formal,665
1047,business casual,42
1047,business casual,432
1047,business casual,653
1048,casual,119
1048,casual,265
1048,casual,598
1049,formal,72
1049,formal,343
1049,formal,688
1050,sporty,244
1050,sporty,352
1050,sporty,516
1051,casual,141
1051,casual,256
1051,casual,592
1051,casual,995
1052,business casual,33
1052,business casual,301
1052,business casual,728
1052,business casual,869
1053,casual,122
1053,casual,274
1053,casual,540
1054,formal,88
1054,formal,442
1054,formal,684
1054,formal,888
1055,party,83
1055,party,308
1055,party,695
1055,party,798
1056,formal,77
1056,formal,339
1056,formal,666
1056,formal,914
1057,party,108
1057,party,328
1057,party,690
1058,casual,111
1058,casual,271
1058,casual,537
1059,formal,58
1059,formal,303
1059,formal,666
1060,casual,6
1060,casual,282
1060,casual,533
1061,business casual,52
1061,business casual,334
1061,business casual,640
1061,business casual,931
1062,formal,65
1062,formal,341
1062,formal,677
1062,formal,924
1063,business casual,42
1063,business casual,306
1063,business casual,735
1064,party,187
1064,party,427
1064,party,673
1064,party,923
1065,formal,79
1065,formal,447
1065,formal,638
1065,formal,891
1066,casual,114
1066,casual,390
1066,casual,508
1067,casual,148
1067,casual,354
1067,casual,614
1067,casual,957
1068,business casual,45
1068,business casual,412
1068,business casual,656
1069,business casual,29
1069,business casual,345
1069,business casual,743
1069,business casual,885
1070,party,165
1070,party,340
1070,party,572
1070,party,800
1071,business casual,53
1071,business casual,340
1071,business casual,637
1071,business casual,912
1072,formal,59
1072,formal,301
1072,formal,750
1072,formal,906
1073,casual,160
1073,casual,298
1073,casual,623
1074,sporty,9
1074,sporty,393
1074,sporty,533
1075,business casual,84
1075,business casual,322
1075,business casual,631
1075,business casual,903
1076,business casual,46
1076,business casual,341
1076,business casual,646
1076,business casual,814
1077,formal,102
1077,formal,402
1077,formal,653
1077,formal,875
1078,business casual,28
1078,business casual,334
1078,business casual,659
1078,business casual,768
1079,casual,135
1079,casual,382
1079,casual,510
1080,formal,105
1080,formal,319
1080,formal,668
1081,casual,155
1081,casual,400
1081,casual,511
1082,sporty,15
1082,sporty,391
1082,sporty,515
1083,formal,88
1083,formal,316
1083,formal,670
1084,sporty,1
1084,sporty,458
1084,sporty,539
1084,sporty,999
1085,formal,105
1085,formal,331
1085,formal,670
1085,formal,780
1086,casual,150
1086,casual,380
1086,casual,538
1087,casual,109
1087,casual,354
1087,casual,601
1088,formal,71
1088,formal,329
1088,formal,642
1089,party,167
1089,party,338
1089,party,547
1090,formal,94
1090,formal,318
1090,formal,675
1090,formal,874
1091,sporty,14
1091,sporty,389
1091,sporty,519
1091,sporty,930
1092,sporty,221
1092,sporty,367
1092,sporty,535
1092,sporty,753
1093,formal,72
1093,formal,440
1093,formal,691
1093,formal,898
1094,casual,16
1094,casual,282
1094,casual,509
1094,casual,828
1095,party,188
1095,party,315
1095,party,668
1096,sporty,27
1096,sporty,395
1096,sporty,513
1096,sporty,871
1097,business casual,37
1097,business casual,321
1097,business casual,709
1097,business casual,781
1098,casual,155
1098,casual,376
1098,casual,535
1098,casual,941
1099,business casual,86
1099,business casual,348
1099,business casual,648
1099,business casual,991
1100,sporty,225
1100,sporty,453
1100,sporty,515
1100,sporty,845
1101,business casual,30
1101,business casual,415
1101,business casual,736
1101,business casual,930
1102,sporty,243
1102,sporty,353
1102,sporty,520
1102,sporty,897
1103,sporty,11
1103,sporty,477
1103,sporty,528
1103,sporty,867
1104,party,89
1104,party,311
1104,party,550
1104,party,959
1105,formal,82
1105,formal,313
1105,formal,694
1106,sporty,219
1106,sporty,461
1106,sporty,517
1106,sporty,949
1107,sporty,229
1107,sporty,380
1107,sporty,513
1108,sporty,228
1108,sporty,381
1108,sporty,521
1109,casual,109
1109,casual,257
1109,casual,612
1109,casual,914
1110,party,83
1110,party,423
1110,party,568
1110,party,752
1111,party,108
1111,party,450
1111,party,682
1112,sporty,4
1112,sporty,498
1112,sporty,535
1112,sporty,904
1113,business casual,32
1113,business casual,406
1113,business casual,746
1114,sporty,1
1114,sporty,365
1114,sporty,531
1115,casual,14
1115,casual,252
1115,casual,597
1116,sporty,8
1116,sporty,488
1116,sporty,528
1116,sporty,930
1117,formal,101
1117,formal,324
1117,formal,664
1118,casual,18
1118,casual,374
1118,casual,583
1118,casual,861
1119,sporty,240
1119,sporty,484
1119,sporty,528
1119,sporty,892
1120,party,164
1120,party,409
1120,party,678
1121,business casual,247
1121,business casual,334
1121,business casual,642
1121,business casual,954
1122,formal,66
1122,formal,409
1122,formal,698
1123,casual,4
1123,casual,272
1123,casual,619
1124,business casual,99
1124,business casual,440
1124,business casual,640
1124,business casual,817
1125,business casual,29
1125,business casual,339
1125,business casual,723
1125,business casual,921
1126,party,95
1126,party,402
1126,party,697
1127,party,168
1127,party,302
1127,party,681
1127,party,785
1128,party,93
1128,party,319
1128,party,669
1129,formal,103
1129,formal,437
1129,formal,688
1130,casual,140
1130,casual,355
1130,casual,601
1130,casual,820
1131,party,86
1131,party,312
1131,party,556
1132,casual,18
1132,casual,293
1132,casual,607
1133,business casual,101
1133,business casual,307
1133,business casual,657
1133,business casual,773
1134,party,86
1134,party,337
1134,party,562
1134,party,792
1135,formal,72
1135,formal,301
1135,formal,638
1135,formal,973
1136,sporty,26
1136,sporty,367
1136,sporty,513
1137,business casual,33
1137,business casual,444
1137,business casual,645
1138,formal,59
1138,formal,403
1138,formal,630
1138,formal,888
1139,casual,27
1139,casual,363
1139,casual,584
1139,casual,845
1140,formal,57
1140,formal,348
1140,formal,642
1140,formal,780
1141,casual,11
1141,casual,366
1141,casual,531
1141,casual,844
1142,casual,160
1142,casual,253
1142,casual,586
1143,sporty,19
1143,sporty,487
1143,sporty,541
1143,sporty,848
1144,casual,137
1144,casual,258
1144,casual,620
1144,casual,780
1145,formal,64
1145,formal,341
1145,formal,663
1146,party,189
1146,party,301
1146,party,564
1147,business casual,90
1147,business casual,444
1147,business casual,645
1147,business casual,783
1148,formal,99
1148,formal,338
1148,formal,639
1149,formal,78
1149,formal,309
1149,formal,673
1149,formal,974
1150,sporty,232
1150,sporty,497
1150,sporty,521
1151,sporty,223
1151,sporty,389
1151,sporty,526
1152,formal,81
1152,formal,307
1152,formal,626
1152,formal,952
1153,business casual,108
1153,business casual,441
1153,business casual,724
1154,sporty,224
1154,sporty,473
1154,sporty,504
1154,sporty,751
1155,formal,58
1155,formal,350
1155,formal,676
1156,casual,128
1156,casual,258
1156,casual,509
1156,casual,813
1157,business casual,34
1157,business casual,348
1157,business casual,659
1158,casual,23
1158,casual,362
1158,casual,530
1158,casual,993
1159,formal,85
1159,formal,316
1159,formal,641
1160,casual,145
1160,casual,278
1160,casual,597
1161,party,173
1161,party,420
1161,party,674
1161,party,930
1162,party,178
1162,party,430
1162,party,555
1163,sporty,22
1163,sporty,376
1163,sporty,747
1163,sporty,882
1164,party,86
1164,party,327
1164,party,684
1165,formal,78
1165,formal,425
1165,formal,648
1166,business casual,40
1166,business casual,410
1166,business casual,660
1166,business casual,857
1167,business casual,43
1167,business casual,316
1167,business casual,649
1168,party,172
1168,party,306
1168,party,678
1169,party,88
1169,party,350
1169,party,569
1169,party,932
1170,business casual,32
1170,business casual,416
1170,business casual,661
1170,business casual,831
1171,business casual,85
1171,business casual,311
1171,business casual,661
1172,formal,63
1172,formal,404
1172,formal,665
1173,sporty,219
1173,sporty,462
1173,sporty,519
1174,formal,74
1174,formal,404
1174,formal,677
1174,formal,937
1175,business casual,95
1175,business casual,423
1175,business casual,644
1175,business casual,883
1176,party,105
1176,party,445
1176,party,557
1176,party,997
1177,party,104
1177,party,329
1177,party,549
1178,formal,58
1178,formal,447
1178,formal,660
1178,formal,830
1179,party,82
1179,party,326
1179,party,693
1179,party,838
1180,business casual,36
1180,business casual,310
1180,business casual,731
1180,business casual,762
1181,party,88
1181,party,314
1181,party,690
1182,sporty,18
1182,sporty,382
1182,sporty,518
1182,sporty,961
1183,party,180
1183,party,301
1183,party,676
1184,formal,74
1184,formal,431
1184,formal,665
1184,formal,884
1185,formal,90
1185,formal,310
1185,formal,677
1186,formal,73
1186,formal,428
1186,formal,643
1187,business casual,33
1187,business casual,349
1187,business casual,724
1188,formal,94
1188,formal,411
1188,formal,643
1188,formal,955
1189,sporty,222
1189,sporty,474
1189,sporty,509
1190,formal,59
1190,formal,332
1190,formal,691
1191,formal,91
1191,formal,311
1191,formal,660
1192,formal,70
1192,formal,323
1192,formal,683
1193,formal,73
1193,formal,449
1193,formal,639
1194,business casual,91
1194,business casual,350
1194,business casual,664
1194,business casual,938
1195,formal,98
1195,formal,316
1195,formal,695
1195,formal,942
1196,business casual,32
1196,business casual,346
1196,business casual,709
1197,casual,19
1197,casual,294
1197,casual,506
1198,party,106
1198,party,420
1198,party,701
1198,party,855
1199,party,184
1199,party,433
1199,party,562
1199,party,922
1200,formal,66
1200,formal,408
1200,formal,675
1201,business casual,49
1201,business casual,442
1201,business casual,663
1202,sporty,242
1202,sporty,465
1202,sporty,528
1202,sporty,815
1203,business casual,100
1203,business casual,444
1203,business casual,650
1204,casual,125
1204,casual,380
1204,casual,611
1204,casual,930
1205,business casual,50
1205,business casual,318
1205,business casual,729
1206,sporty,17
1206,sporty,477
1206,sporty,513
1207,business casual,245
1207,business casual,410
1207,business casual,628
1207,business casual,864
1208,sporty,21
1208,sporty,489
1208,sporty,527
1208,sporty,962
1209,business casual,247
1209,business casual,446
1209,business casual,649
1209,business casual,923
1210,formal,247
1210,formal,337
1210,formal,647
1211,business casual,106
1211,business casual,442
1211,business casual,742
1211,business casual,894
1212,sporty,5
1212,sporty,362
1212,sporty,541
1213,formal,75
1213,formal,423
1213,formal,692
1214,formal,82
1214,formal,425
1214,formal,672
1215,sporty,10
1215,sporty,395
1215,sporty,508
1215,sporty,885
1216,casual,118
1216,casual,284
1216,casual,514
1217,sporty,228
1217,sporty,454
1217,sporty,536
1217,sporty,960
1218,sporty,11
1218,sporty,488
1218,sporty,531
1219,sporty,20
1219,sporty,378
1219,sporty,518
1219,sporty,759
1220,party,104
1220,party,401
1220,party,677
1221,sporty,27
1221,sporty,397
1221,sporty,531
1221,sporty,843
1222,party,83
1222,party,325
1222,party,695
1222,party,911
1223,formal,246
1223,formal,438
1223,formal,675
1224,formal,64
1224,formal,416
1224,formal,635
1224,formal,781
1225,business casual,88
1225,business casual,409
1225,business casual,725
1225,business casual,795
1226,formal,95
1226,formal,326
1226,formal,705
1227,party,168
1227,party,441
1227,party,687
1227,party,871
1228,party,177
1228,party,402
1228,party,689
1229,sporty,27
1229,sporty,451
1229,sporty,508
1229,sporty,808
1230,casual,112
1230,casual,353
1230,casual,585
1230,casual,963
1231,formal,73
1231,formal,324
1231,formal,673
1232,casual,120
1232,casual,292
1232,casual,588
1233,business casual,46
1233,business casual,402
1233,business casual,643
1234,formal,88
1234,formal,344
1234,formal,691
1235,casual,4
1235,casual,283
1235,casual,518
1236,sporty,17
1236,sporty,452
1236,sporty,502
1236,sporty,924
1237,sporty,231
1237,sporty,486
1237,sporty,516
1238,casual,25
1238,casual,379
1238,casual,529
1239,party,92
1239,party,419
1239,party,696
1240,sporty,220
1240,sporty,465
1240,sporty,511
1240,sporty,974
1241,formal,77
1241,formal,419
1241,formal,659
1242,sporty,235
1242,sporty,482
1242,sporty,517
1243,casual,144
1243,casual,267
1243,casual,517
1243,casual,947
1244,business casual,32
1244,business casual,403
1244,business casual,626
1244,business casual,975
1245,formal,60
1245,formal,408
1245,formal,639
1246,formal,65
1246,formal,322
1246,formal,663
1247,casual,152
1247,casual,353
1247,casual,603
1248,casual,160
1248,casual,366
1248,casual,516
1248,casual,860
1249,formal,85
1249,formal,328
1249,formal,684
1249,formal,812
1250,casual,244
1250,casual,267
1250,casual,593
1251,formal,93
1251,formal,403
1251,formal,689
1251,formal,912
1252,party,82
1252,party,319
1252,party,562
1253,business casual,42
1253,business casual,420
1253,business casual,632
1253,business casual,811
1254,party,91
1254,party,432
1254,party,700
1255,business casual,44
1255,business casual,406
1255,business casual,743
1255,business casual,926
1256,sporty,231
1256,sporty,364
1256,sporty,528
1257,casual,136
1257,casual,393
1257,casual,527
1257,casual,985
1258,formal,57
1258,formal,305
1258,formal,687
1259,casual,8
1259,casual,352
1259,casual,598
1260,formal,81
1260,formal,331
1260,formal,655
1261,sporty,218
1261,sporty,463
1261,sporty,506
1261,sporty,946
1262,party,83
1262,party,314
1262,party,684
1263,sporty,224
1263,sporty,387
1263,sporty,507
1263,sporty,888
1264,sporty,15
1264,sporty,455
1264,sporty,516
1264,sporty,879
1265,casual,21
1265,casual,296
1265,casual,586
1266,business casual,44
1266,business casual,424
1266,business casual,733
1266,business casual,989
1267,party,106
1267,party,350
1267,party,693
1267,party,758
1268,sporty,227
1268,sporty,458
1268,sporty,530
1268,sporty,888
1269,formal,59
1269,formal,427
1269,formal,655
1269,formal,915
1270,formal,99
1270,formal,450
1270,formal,695
1271,formal,102
1271,formal,349
1271,formal,626
1272,formal,247
1272,formal,414
1272,formal,649
1273,formal,62
1273,formal,317
1273,formal,684
1273,formal,807
1274,formal,69
1274,formal,336
1274,formal,626
1274,formal,755
1275,party,84
1275,party,331
1275,party,573
1276,formal,93
1276,formal,424
1276,formal,646
1276,formal,968
1277,casual,26
1277,casual,271
1277,casual,541
1278,sporty,17
1278,sporty,455
1278,sporty,530
1278,sporty,971
1279,sporty,234
1279,sporty,480
1279,sporty,508
1279,sporty,887
1280,business casual,102
1280,business casual,306
1280,business casual,634
1281,business casual,29
1281,business casual,442
1281,business casual,714
1281,business casual,904
1282,party,85
1282,party,408
1282,party,697
1283,sporty,6
1283,sporty,379
1283,sporty,510
1284,business casual,53
1284,business casual,350
1284,business casual,644
1285,casual,126
1285,casual,289
1285,casual,501
1285,casual,779
1286,casual,18
1286,casual,260
1286,casual,506
1286,casual,799
1287,formal,96
1287,formal,412
1287,formal,659
1287,formal,862
1288,party,174
1288,party,334
1288,party,546
1289,casual,14
1289,casual,287
1289,casual,615
1290,sporty,224
1290,sporty,496
1290,sporty,747
1290,sporty,913
1291,party,184
1291,party,312
1291,party,704
1291,party,798
1292,party,88
1292,party,450
1292,party,582
1293,formal,96
1293,formal,408
1293,formal,656
1293,formal,807
1294,business casual,37
1294,business casual,307
1294,business casual,643
1295,casual,7
1295,casual,291
1295,casual,617
1295,casual,779
1296,sporty,223
1296,sporty,492
1296,sporty,502
1297,formal,101
1297,formal,306
1297,formal,679
1297,formal,926
1298,formal,104
1298,formal,348
1298,formal,628
1298,formal,911
1299,formal,67
1299,formal,314
1299,formal,660
1300,business casual,40
1300,business casual,424
1300,business casual,716
1301,business casual,247
1301,business casual,447
1301,business casual,737
1301,business casual,796
1302,casual,9
1302,casual,293
1302,casual,594
1302,casual,952
1303,party,82
1303,party,427
1303,party,569
1303,party,949
1304,formal,66
1304,formal,329
1304,formal,676
1304,formal,934
1305,party,95
1305,party,318
1305,party,678
1305,party,768
1306,formal,87
1306,formal,333
1306,formal,652
1306,formal,928
1307,business casual,101
1307,business casual,448
1307,business casual,727
1308,casual,134
1308,casual,262
1308,casual,509
1309,sporty,229
1309,sporty,370
1309,sporty,511
1309,sporty,916
1310,business casual,87
1310,business casual,313
1310,business casual,636
1311,sporty,231
1311,sporty,380
1311,sporty,501
1312,sporty,238
1312,sporty,376
1312,sporty,503
1312,sporty,818
1313,party,87
1313,party,401
1313,party,567
1314,sporty,217
1314,sporty,491
1314,sporty,525
1315,formal,72
1315,formal,304
1315,formal,680
1316,sporty,5
1316,sporty,494
1316,sporty,522
1317,sporty,21
1317,sporty,457
1317,sporty,527
1318,business casual,106
1318,business casual,305
1318,business casual,650
1319,party,85
1319,party,340
1319,party,679
1319,party,779
1320,formal,91
1320,formal,302
1320,formal,704
1321,business casual,46
1321,business casual,416
1321,business casual,641
1321,business casual,948
1322,formal,57
1322,formal,416
1322,formal,702
1323,business casual,50
1323,business casual,439
1323,business casual,706
1323,business casual,774
1324,party,170
1324,party,328
1324,party,692
1325,sporty,13
1325,sporty,365
1325,sporty,536
1326,casual,141
1326,casual,286
1326,casual,603
1326,casual,836
1327,sporty,24
1327,sporty,451
1327,sporty,535
1327,sporty,965
1328,formal,102
1328,formal,436
1328,formal,690
1329,party,170
1329,party,426
1329,party,572
1330,casual,156
1330,casual,294
1330,casual,606
1330,casual,948
1331,sporty,218
1331,sporty,470
1331,sporty,516
1331,sporty,965
1332,formal,84
1332,formal,343
1332,formal,667
1333,sporty,25
1333,sporty,496
1333,sporty,515
1333,sporty,781
1334,party,97
1334,party,449
1334,party,574
1335,casual,119
1335,casual,297
1335,casual,614
1336,business casual,42
1336,business casual,305
1336,business casual,640
1337,casual,140
1337,casual,300
1337,casual,747
1338,formal,87
1338,formal,301
1338,formal,650
1338,formal,836
1339,business casual,49
1339,business casual,304
1339,business casual,722
1339,business casual,887
1340,formal,60
1340,formal,309
1340,formal,691
1340,formal,810
1341,formal,55
1341,formal,333
1341,formal,680
1342,formal,60
1342,formal,325
1342,formal,650
1342,formal,821
1343,business casual,38
1343,business casual,322
1343,business casual,648
1343,business casual,832
1344,party,178
1344,party,423
1344,party,682
1345,business casual,94
1345,business casual,418
1345,business casual,626
1345,business casual,853
1346,business casual,245
1346,business casual,331
1346,business casual,644
1347,sporty,27
1347,sporty,371
1347,sporty,532
1348,sporty,240
1348,sporty,458
1348,sporty,512
1349,business casual,100
1349,business casual,333
1349,business casual,721
1349,business casual,830
